0 , Q0 , AP880420-0168 0 0.2015, run_name
0 , Q0 , AP880622-0268 56 0.0919, run_name
0 , Q0 , AP880627-0125 57 0.0913, run_name
0 , Q0 , AP880302-0212 58 0.0898, run_name
0 , Q0 , AP880907-0146 59 0.0897, run_name
0 , Q0 , AP881223-0012 60 0.0896, run_name
0 , Q0 , AP881207-0090 61 0.0894, run_name
0 , Q0 , AP880616-0015 62 0.0852, run_name
0 , Q0 , AP880808-0125 63 0.0848, run_name
0 , Q0 , AP880419-0249 64 0.0844, run_name
0 , Q0 , AP880627-0010 65 0.0841, run_name
0 , Q0 , AP880622-0029 66 0.0836, run_name
0 , Q0 , AP881125-0016 67 0.0824, run_name
0 , Q0 , AP880721-0035 68 0.0822, run_name
0 , Q0 , AP880616-0230 69 0.0818, run_name
0 , Q0 , AP881102-0164 70 0.0818, run_name
0 , Q0 , AP880419-0049 71 0.0815, run_name
0 , Q0 , AP880615-0137 72 0.0811, run_name
0 , Q0 , AP880630-0162 73 0.0798, run_name
0 , Q0 , AP880719-0190 74 0.0796, run_name
0 , Q0 , AP880520-0276 75 0.0794, run_name
0 , Q0 , AP880611-0114 76 0.0794, run_name
0 , Q0 , AP880215-0188 77 0.0787, run_name
0 , Q0 , AP880506-0261 78 0.0785, run_name
0 , Q0 , AP880322-0184 79 0.0781, run_name
0 , Q0 , AP880628-0138 80 0.0772, run_name
0 , Q0 , AP880627-0089 81 0.0762, run_name
0 , Q0 , AP880712-0169 82 0.0760, run_name
0 , Q0 , AP881101-0108 83 0.0759, run_name
0 , Q0 , AP880705-0180 84 0.0756, run_name
0 , Q0 , AP880829-0162 85 0.0755, run_name
0 , Q0 , AP880618-0008 86 0.0747, run_name
0 , Q0 , AP880620-0004 87 0.0746, run_name
0 , Q0 , AP880418-0195 88 0.0742, run_name
0 , Q0 , AP880519-0225 89 0.0739, run_name
0 , Q0 , AP880422-0239 90 0.0738, run_name
0 , Q0 , AP880628-0285 91 0.0736, run_name
0 , Q0 , AP881129-0229 92 0.0733, run_name
0 , Q0 , AP880615-0200 93 0.0728, run_name
0 , Q0 , AP881104-0108 94 0.0726, run_name
0 , Q0 , AP880801-0255 95 0.0725, run_name
0 , Q0 , AP880706-0245 96 0.0725, run_name
0 , Q0 , AP880617-0243 97 0.0723, run_name
0 , Q0 , AP881030-0049 98 0.0722, run_name
0 , Q0 , AP880324-0118 99 0.0716, run_name
0 , Q0 , AP881007-0234 100 0.0711, run_name
0 , Q0 , AP880617-0278 101 0.0707, run_name
0 , Q0 , AP880801-0271 102 0.0706, run_name
0 , Q0 , AP880714-0245 103 0.0706, run_name
0 , Q0 , AP881115-0155 104 0.0697, run_name
0 , Q0 , AP880625-0123 105 0.0696, run_name
0 , Q0 , AP880610-0260 106 0.0687, run_name
0 , Q0 , AP880316-0344 107 0.0685, run_name
0 , Q0 , AP880715-0227 108 0.0683, run_name
0 , Q0 , AP881225-0034 109 0.0683, run_name
0 , Q0 , AP880311-0011 110 0.0681, run_name
0 , Q0 , AP880229-0088 111 0.0679, run_name
0 , Q0 , AP880617-0062 112 0.0677, run_name
0 , Q0 , AP881026-0029 113 0.0673, run_name
0 , Q0 , AP880602-0018 114 0.0672, run_name
0 , Q0 , AP880727-0173 115 0.0670, run_name
0 , Q0 , AP880622-0267 116 0.0668, run_name
0 , Q0 , AP880630-0040 117 0.0665, run_name
0 , Q0 , AP880429-0217 118 0.0663, run_name
0 , Q0 , AP881010-0212 119 0.0659, run_name
0 , Q0 , AP880718-0171 120 0.0659, run_name
0 , Q0 , AP880330-0013 121 0.0659, run_name
0 , Q0 , AP880428-0026 122 0.0658, run_name
0 , Q0 , AP880712-0139 123 0.0657, run_name
0 , Q0 , AP880629-0346 124 0.0657, run_name
0 , Q0 , AP880616-0213 125 0.0657, run_name
0 , Q0 , AP880609-0227 126 0.0655, run_name
0 , Q0 , AP880418-0245 127 0.0648, run_name
0 , Q0 , AP880625-0203 128 0.0648, run_name
0 , Q0 , AP880706-0289 129 0.0644, run_name
0 , Q0 , AP880229-0298 130 0.0644, run_name
0 , Q0 , AP881212-0048 131 0.0639, run_name
0 , Q0 , AP880922-0158 132 0.0636, run_name
0 , Q0 , AP880216-0115 133 0.0630, run_name
0 , Q0 , AP880219-0020 134 0.0629, run_name
0 , Q0 , AP880412-0014 135 0.0627, run_name
0 , Q0 , AP880908-0282 136 0.0624, run_name
0 , Q0 , AP880512-0013 137 0.0623, run_name
0 , Q0 , AP881126-0021 138 0.0618, run_name
0 , Q0 , AP880330-0297 139 0.0618, run_name
0 , Q0 , AP880308-0227 140 0.0616, run_name
0 , Q0 , AP881222-0222 141 0.0612, run_name
0 , Q0 , AP881217-0063 142 0.0610, run_name
0 , Q0 , AP880809-0096 143 0.0609, run_name
0 , Q0 , AP881124-0109 144 0.0608, run_name
0 , Q0 , AP880625-0015 145 0.0607, run_name
0 , Q0 , AP880923-0138 146 0.0605, run_name
0 , Q0 , AP880223-0257 147 0.0603, run_name
0 , Q0 , AP880317-0024 148 0.0602, run_name
0 , Q0 , AP880630-0129 149 0.0601, run_name
0 , Q0 , AP881104-0237 150 0.0600, run_name
0 , Q0 , AP881103-0079 151 0.0599, run_name
0 , Q0 , AP880513-0172 152 0.0597, run_name
0 , Q0 , AP880813-0007 153 0.0596, run_name
0 , Q0 , AP880518-0317 154 0.0594, run_name
0 , Q0 , AP880712-0076 155 0.0594, run_name
0 , Q0 , AP880225-0223 156 0.0594, run_name
0 , Q0 , AP880309-0017 157 0.0592, run_name
0 , Q0 , AP881229-0177 158 0.0592, run_name
0 , Q0 , AP880408-0246 159 0.0590, run_name
0 , Q0 , AP881012-0234 160 0.0588, run_name
0 , Q0 , AP880511-0029 161 0.0587, run_name
0 , Q0 , AP880316-0231 162 0.0585, run_name
0 , Q0 , AP881019-0187 163 0.0584, run_name
0 , Q0 , AP880713-0182 164 0.0583, run_name
0 , Q0 , AP880608-0202 165 0.0583, run_name
0 , Q0 , AP880623-0027 166 0.0582, run_name
0 , Q0 , AP880628-0041 167 0.0582, run_name
0 , Q0 , AP880713-0020 168 0.0581, run_name
0 , Q0 , AP881219-0019 169 0.0580, run_name
0 , Q0 , AP881006-0279 170 0.0579, run_name
0 , Q0 , AP881012-0154 171 0.0577, run_name
0 , Q0 , AP880626-0033 172 0.0577, run_name
0 , Q0 , AP880330-0043 173 0.0576, run_name
0 , Q0 , AP880830-0082 174 0.0570, run_name
0 , Q0 , AP880629-0115 175 0.0568, run_name
0 , Q0 , AP880329-0177 176 0.0567, run_name
0 , Q0 , AP881109-0332 177 0.0563, run_name
0 , Q0 , AP881021-0019 178 0.0563, run_name
0 , Q0 , AP880223-0031 179 0.0562, run_name
0 , Q0 , AP880701-0011 180 0.0561, run_name
0 , Q0 , AP881216-0084 181 0.0560, run_name
0 , Q0 , AP880327-0100 182 0.0560, run_name
0 , Q0 , AP880525-0178 183 0.0559, run_name
0 , Q0 , AP880224-0022 184 0.0559, run_name
0 , Q0 , AP880429-0241 185 0.0559, run_name
0 , Q0 , AP880328-0172 186 0.0555, run_name
0 , Q0 , AP880513-0139 187 0.0553, run_name
0 , Q0 , AP880226-0141 188 0.0552, run_name
0 , Q0 , AP880326-0191 189 0.0551, run_name
0 , Q0 , AP880309-0297 190 0.0551, run_name
0 , Q0 , AP880721-0192 191 0.0550, run_name
0 , Q0 , AP880616-0256 192 0.0549, run_name
0 , Q0 , AP880715-0206 193 0.0546, run_name
0 , Q0 , AP881009-0049 194 0.0541, run_name
0 , Q0 , AP880707-0035 195 0.0540, run_name
0 , Q0 , AP881103-0161 196 0.0534, run_name
0 , Q0 , AP880516-0033 197 0.0534, run_name
0 , Q0 , AP880216-0159 198 0.0532, run_name
0 , Q0 , AP880926-0174 199 0.0531, run_name
0 , Q0 , AP880823-0012 200 0.0530, run_name
0 , Q0 , AP880317-0055 201 0.0527, run_name
0 , Q0 , AP880824-0278 202 0.0526, run_name
0 , Q0 , AP880711-0122 203 0.0524, run_name
0 , Q0 , AP880913-0055 204 0.0524, run_name
0 , Q0 , AP880811-0067 205 0.0523, run_name
0 , Q0 , AP880713-0132 206 0.0522, run_name
0 , Q0 , AP880212-0135 207 0.0522, run_name
0 , Q0 , AP880528-0179 208 0.0521, run_name
0 , Q0 , AP880712-0118 209 0.0519, run_name
0 , Q0 , AP880615-0177 210 0.0518, run_name
0 , Q0 , AP880616-0181 211 0.0518, run_name
0 , Q0 , AP880406-0232 212 0.0518, run_name
0 , Q0 , AP881020-0326 213 0.0517, run_name
0 , Q0 , AP880619-0007 214 0.0516, run_name
0 , Q0 , AP880408-0001 215 0.0512, run_name
0 , Q0 , AP880416-0102 216 0.0512, run_name
0 , Q0 , AP880621-0162 217 0.0511, run_name
0 , Q0 , AP880429-0220 218 0.0510, run_name
0 , Q0 , AP880629-0118 219 0.0510, run_name
0 , Q0 , AP881123-0233 220 0.0509, run_name
0 , Q0 , AP880409-0023 221 0.0508, run_name
0 , Q0 , AP881126-0044 222 0.0505, run_name
0 , Q0 , AP880409-0104 223 0.0504, run_name
0 , Q0 , AP880616-0140 224 0.0502, run_name
0 , Q0 , AP880322-0206 225 0.0501, run_name
0 , Q0 , AP880507-0118 226 0.0499, run_name
0 , Q0 , AP880715-0217 227 0.0499, run_name
0 , Q0 , AP881202-0151 228 0.0499, run_name
0 , Q0 , AP881028-0018 229 0.0498, run_name
0 , Q0 , AP880616-0233 230 0.0497, run_name
0 , Q0 , AP881228-0111 231 0.0497, run_name
0 , Q0 , AP881102-0136 232 0.0497, run_name
0 , Q0 , AP880827-0102 233 0.0496, run_name
0 , Q0 , AP880711-0164 234 0.0496, run_name
0 , Q0 , AP880818-0117 235 0.0496, run_name
0 , Q0 , AP880910-0200 236 0.0495, run_name
0 , Q0 , AP880915-0231 237 0.0494, run_name
0 , Q0 , AP880328-0179 238 0.0493, run_name
0 , Q0 , AP880706-0243 239 0.0493, run_name
0 , Q0 , AP881228-0017 240 0.0490, run_name
0 , Q0 , AP880617-0153 241 0.0490, run_name
0 , Q0 , AP880719-0301 242 0.0490, run_name
0 , Q0 , AP881202-0045 243 0.0489, run_name
0 , Q0 , AP880625-0008 244 0.0489, run_name
0 , Q0 , AP880311-0109 245 0.0488, run_name
0 , Q0 , AP880425-0031 246 0.0486, run_name
0 , Q0 , AP880719-0142 247 0.0482, run_name
0 , Q0 , AP880705-0100 248 0.0482, run_name
0 , Q0 , AP880525-0251 249 0.0480, run_name
0 , Q0 , AP880316-0353 250 0.0478, run_name
0 , Q0 , AP881103-0118 251 0.0478, run_name
0 , Q0 , AP880512-0236 252 0.0477, run_name
0 , Q0 , AP880615-0241 253 0.0477, run_name
0 , Q0 , AP880816-0320 254 0.0476, run_name
0 , Q0 , AP880528-0084 255 0.0475, run_name
0 , Q0 , AP880308-0174 256 0.0473, run_name
0 , Q0 , AP880609-0171 257 0.0472, run_name
0 , Q0 , AP880531-0192 258 0.0472, run_name
0 , Q0 , AP880512-0049 259 0.0471, run_name
0 , Q0 , AP880715-0150 260 0.0470, run_name
0 , Q0 , AP881215-0052 261 0.0468, run_name
0 , Q0 , AP880510-0151 262 0.0467, run_name
0 , Q0 , AP880219-0234 263 0.0467, run_name
0 , Q0 , AP880223-0057 264 0.0465, run_name
0 , Q0 , AP880425-0202 265 0.0465, run_name
0 , Q0 , AP880620-0136 266 0.0465, run_name
0 , Q0 , AP880609-0297 267 0.0465, run_name
0 , Q0 , AP880229-0013 268 0.0464, run_name
0 , Q0 , AP880815-0172 269 0.0462, run_name
0 , Q0 , AP880307-0096 270 0.0461, run_name
0 , Q0 , AP881213-0185 271 0.0460, run_name
0 , Q0 , AP880912-0207 272 0.0460, run_name
0 , Q0 , AP880823-0044 273 0.0457, run_name
0 , Q0 , AP881221-0123 274 0.0456, run_name
0 , Q0 , AP880304-0258 275 0.0455, run_name
0 , Q0 , AP880610-0218 276 0.0454, run_name
0 , Q0 , AP880812-0162 277 0.0454, run_name
0 , Q0 , AP880222-0051 278 0.0453, run_name
0 , Q0 , AP881102-0099 279 0.0452, run_name
0 , Q0 , AP881006-0023 280 0.0450, run_name
0 , Q0 , AP880627-0061 281 0.0450, run_name
0 , Q0 , AP880916-0078 282 0.0450, run_name
0 , Q0 , AP880629-0037 283 0.0450, run_name
0 , Q0 , AP880427-0011 284 0.0449, run_name
0 , Q0 , AP880708-0024 285 0.0449, run_name
0 , Q0 , AP881219-0210 286 0.0449, run_name
0 , Q0 , AP881022-0126 287 0.0448, run_name
0 , Q0 , AP880613-0304 288 0.0448, run_name
0 , Q0 , AP880701-0198 289 0.0447, run_name
0 , Q0 , AP880410-0045 290 0.0446, run_name
0 , Q0 , AP880830-0132 291 0.0446, run_name
0 , Q0 , AP881014-0180 292 0.0445, run_name
0 , Q0 , AP880902-0277 293 0.0444, run_name
0 , Q0 , AP880502-0142 294 0.0443, run_name
0 , Q0 , AP881012-0024 295 0.0443, run_name
0 , Q0 , AP880804-0134 296 0.0443, run_name
0 , Q0 , AP880623-0028 297 0.0442, run_name
0 , Q0 , AP880511-0128 298 0.0441, run_name
0 , Q0 , AP880303-0018 299 0.0440, run_name
0 , Q0 , AP880616-0141 300 0.0440, run_name
0 , Q0 , AP881213-0237 301 0.0439, run_name
0 , Q0 , AP881201-0108 302 0.0438, run_name
0 , Q0 , AP880308-0179 303 0.0437, run_name
0 , Q0 , AP880801-0117 304 0.0437, run_name
0 , Q0 , AP881103-0247 305 0.0436, run_name
0 , Q0 , AP881217-0044 306 0.0435, run_name
0 , Q0 , AP880903-0007 307 0.0435, run_name
0 , Q0 , AP880827-0062 308 0.0435, run_name
0 , Q0 , AP881010-0189 309 0.0434, run_name
0 , Q0 , AP880413-0328 310 0.0433, run_name
0 , Q0 , AP880712-0062 311 0.0433, run_name
0 , Q0 , AP880813-0190 312 0.0432, run_name
0 , Q0 , AP880623-0119 313 0.0429, run_name
0 , Q0 , AP880513-0046 314 0.0428, run_name
0 , Q0 , AP880720-0226 315 0.0428, run_name
0 , Q0 , AP880802-0179 316 0.0422, run_name
0 , Q0 , AP880502-0074 317 0.0421, run_name
0 , Q0 , AP881125-0239 318 0.0421, run_name
0 , Q0 , AP880806-0014 319 0.0420, run_name
0 , Q0 , AP880622-0007 320 0.0419, run_name
0 , Q0 , AP880605-0033 321 0.0418, run_name
0 , Q0 , AP881121-0063 322 0.0418, run_name
0 , Q0 , AP880523-0075 323 0.0418, run_name
0 , Q0 , AP880529-0007 324 0.0417, run_name
0 , Q0 , AP880822-0011 325 0.0417, run_name
0 , Q0 , AP880608-0087 326 0.0416, run_name
0 , Q0 , AP880321-0111 327 0.0415, run_name
0 , Q0 , AP880218-0012 328 0.0415, run_name
0 , Q0 , AP880509-0144 329 0.0414, run_name
0 , Q0 , AP880615-0167 330 0.0413, run_name
0 , Q0 , AP880223-0017 331 0.0412, run_name
0 , Q0 , AP880803-0045 332 0.0412, run_name
0 , Q0 , AP880728-0101 333 0.0411, run_name
0 , Q0 , AP880311-0259 334 0.0410, run_name
0 , Q0 , AP880610-0205 335 0.0409, run_name
0 , Q0 , AP880321-0072 336 0.0408, run_name
0 , Q0 , AP880926-0022 337 0.0407, run_name
0 , Q0 , AP880323-0256 338 0.0407, run_name
0 , Q0 , AP881022-0168 339 0.0406, run_name
0 , Q0 , AP880421-0209 340 0.0406, run_name
0 , Q0 , AP880901-0034 341 0.0406, run_name
0 , Q0 , AP880429-0105 342 0.0406, run_name
0 , Q0 , AP880428-0058 343 0.0405, run_name
0 , Q0 , AP880510-0022 344 0.0405, run_name
0 , Q0 , AP880629-0166 345 0.0404, run_name
0 , Q0 , AP881028-0225 346 0.0403, run_name
0 , Q0 , AP880629-0130 347 0.0401, run_name
0 , Q0 , AP880607-0045 348 0.0400, run_name
0 , Q0 , AP880531-0302 349 0.0400, run_name
0 , Q0 , AP880806-0011 350 0.0399, run_name
0 , Q0 , AP881014-0032 351 0.0399, run_name
0 , Q0 , AP881021-0133 352 0.0399, run_name
0 , Q0 , AP880704-0047 353 0.0398, run_name
0 , Q0 , AP880229-0105 354 0.0397, run_name
0 , Q0 , AP880428-0165 355 0.0396, run_name
0 , Q0 , AP880513-0213 356 0.0396, run_name
0 , Q0 , AP880702-0022 357 0.0396, run_name
0 , Q0 , AP880406-0124 358 0.0395, run_name
0 , Q0 , AP881028-0261 359 0.0394, run_name
0 , Q0 , AP881102-0276 360 0.0394, run_name
0 , Q0 , AP880813-0145 361 0.0394, run_name
0 , Q0 , AP881031-0317 362 0.0394, run_name
0 , Q0 , AP880502-0153 363 0.0393, run_name
0 , Q0 , AP881119-0125 364 0.0393, run_name
0 , Q0 , AP880403-0005 365 0.0390, run_name
0 , Q0 , AP880526-0151 366 0.0389, run_name
0 , Q0 , AP881216-0160 367 0.0389, run_name
0 , Q0 , AP880729-0229 368 0.0389, run_name
0 , Q0 , AP880922-0090 369 0.0389, run_name
0 , Q0 , AP880502-0078 370 0.0387, run_name
0 , Q0 , AP880322-0273 371 0.0386, run_name
0 , Q0 , AP880908-0263 372 0.0386, run_name
0 , Q0 , AP881230-0043 373 0.0385, run_name
0 , Q0 , AP880515-0041 374 0.0385, run_name
0 , Q0 , AP880303-0184 375 0.0385, run_name
0 , Q0 , AP881207-0119 376 0.0385, run_name
0 , Q0 , AP881123-0182 377 0.0385, run_name
0 , Q0 , AP881123-0264 378 0.0385, run_name
0 , Q0 , AP880708-0171 379 0.0384, run_name
0 , Q0 , AP880909-0058 380 0.0384, run_name
0 , Q0 , AP880720-0130 381 0.0384, run_name
0 , Q0 , AP881201-0014 382 0.0384, run_name
0 , Q0 , AP880804-0033 383 0.0384, run_name
0 , Q0 , AP880729-0208 384 0.0384, run_name
0 , Q0 , AP880816-0169 385 0.0383, run_name
0 , Q0 , AP880923-0149 386 0.0383, run_name
0 , Q0 , AP880429-0201 387 0.0383, run_name
0 , Q0 , AP880502-0010 388 0.0383, run_name
0 , Q0 , AP881029-0076 389 0.0383, run_name
0 , Q0 , AP880513-0103 390 0.0383, run_name
0 , Q0 , AP880610-0263 391 0.0383, run_name
0 , Q0 , AP880430-0140 392 0.0382, run_name
0 , Q0 , AP881202-0008 393 0.0382, run_name
0 , Q0 , AP880917-0159 394 0.0382, run_name
0 , Q0 , AP880323-0162 395 0.0382, run_name
0 , Q0 , AP880706-0116 396 0.0382, run_name
0 , Q0 , AP880720-0016 397 0.0381, run_name
0 , Q0 , AP880310-0197 398 0.0380, run_name
0 , Q0 , AP880218-0086 399 0.0380, run_name
0 , Q0 , AP880822-0156 400 0.0379, run_name
0 , Q0 , AP880729-0215 401 0.0379, run_name
0 , Q0 , AP880401-0174 402 0.0379, run_name
0 , Q0 , AP880624-0216 403 0.0379, run_name
0 , Q0 , AP880327-0004 404 0.0378, run_name
0 , Q0 , AP880719-0095 405 0.0378, run_name
0 , Q0 , AP880712-0101 406 0.0377, run_name
0 , Q0 , AP881109-0277 407 0.0376, run_name
0 , Q0 , AP880429-0275 408 0.0376, run_name
0 , Q0 , AP880622-0018 409 0.0376, run_name
0 , Q0 , AP880311-0034 410 0.0375, run_name
0 , Q0 , AP880413-0136 411 0.0375, run_name
0 , Q0 , AP880618-0064 412 0.0375, run_name
0 , Q0 , AP881102-0258 413 0.0375, run_name
0 , Q0 , AP880420-0219 414 0.0374, run_name
0 , Q0 , AP880324-0228 415 0.0374, run_name
0 , Q0 , AP880324-0335 416 0.0374, run_name
0 , Q0 , AP881016-0002 417 0.0373, run_name
0 , Q0 , AP880331-0175 418 0.0373, run_name
0 , Q0 , AP881028-0260 419 0.0372, run_name
0 , Q0 , AP880806-0023 420 0.0372, run_name
0 , Q0 , AP880608-0276 421 0.0372, run_name
0 , Q0 , AP881228-0081 422 0.0371, run_name
0 , Q0 , AP881014-0201 423 0.0371, run_name
0 , Q0 , AP880620-0015 424 0.0370, run_name
0 , Q0 , AP881226-0070 425 0.0370, run_name
0 , Q0 , AP880930-0253 426 0.0370, run_name
0 , Q0 , AP880518-0259 427 0.0369, run_name
0 , Q0 , AP880629-0029 428 0.0367, run_name
0 , Q0 , AP880729-0031 429 0.0367, run_name
0 , Q0 , AP881013-0091 430 0.0367, run_name
0 , Q0 , AP880702-0027 431 0.0367, run_name
0 , Q0 , AP881209-0244 432 0.0366, run_name
0 , Q0 , AP880607-0066 433 0.0365, run_name
0 , Q0 , AP880702-0079 434 0.0365, run_name
0 , Q0 , AP880622-0220 435 0.0365, run_name
0 , Q0 , AP881018-0089 436 0.0364, run_name
0 , Q0 , AP880518-0060 437 0.0364, run_name
0 , Q0 , AP880804-0179 438 0.0363, run_name
0 , Q0 , AP881127-0073 439 0.0363, run_name
0 , Q0 , AP880423-0060 440 0.0362, run_name
0 , Q0 , AP881011-0289 441 0.0362, run_name
0 , Q0 , AP881206-0095 442 0.0362, run_name
0 , Q0 , AP880408-0088 443 0.0360, run_name
0 , Q0 , AP880622-0050 444 0.0360, run_name
0 , Q0 , AP880528-0053 445 0.0360, run_name
0 , Q0 , AP880513-0025 446 0.0360, run_name
0 , Q0 , AP881219-0125 447 0.0359, run_name
0 , Q0 , AP880617-0016 448 0.0359, run_name
0 , Q0 , AP880714-0096 449 0.0358, run_name
0 , Q0 , AP880524-0142 450 0.0358, run_name
0 , Q0 , AP880510-0111 451 0.0358, run_name
0 , Q0 , AP880702-0103 452 0.0357, run_name
0 , Q0 , AP880425-0033 453 0.0355, run_name
0 , Q0 , AP881031-0018 454 0.0355, run_name
0 , Q0 , AP880321-0289 455 0.0355, run_name
0 , Q0 , AP880427-0234 456 0.0355, run_name
0 , Q0 , AP881216-0203 457 0.0354, run_name
0 , Q0 , AP880620-0251 458 0.0354, run_name
0 , Q0 , AP880330-0298 459 0.0354, run_name
0 , Q0 , AP880824-0142 460 0.0354, run_name
0 , Q0 , AP881119-0020 461 0.0354, run_name
0 , Q0 , AP880618-0007 462 0.0354, run_name
0 , Q0 , AP881104-0139 463 0.0353, run_name
0 , Q0 , AP880629-0273 464 0.0353, run_name
0 , Q0 , AP880623-0055 465 0.0353, run_name
0 , Q0 , AP880913-0073 466 0.0353, run_name
0 , Q0 , AP880624-0028 467 0.0352, run_name
0 , Q0 , AP880222-0183 468 0.0352, run_name
0 , Q0 , AP880425-0296 469 0.0351, run_name
0 , Q0 , AP880802-0009 470 0.0351, run_name
0 , Q0 , AP881019-0289 471 0.0351, run_name
0 , Q0 , AP880709-0023 472 0.0351, run_name
0 , Q0 , AP880429-0185 473 0.0351, run_name
0 , Q0 , AP881107-0172 474 0.0350, run_name
0 , Q0 , AP880329-0108 475 0.0350, run_name
0 , Q0 , AP880829-0022 476 0.0349, run_name
0 , Q0 , AP880922-0215 477 0.0349, run_name
0 , Q0 , AP880719-0193 478 0.0349, run_name
0 , Q0 , AP880307-0180 479 0.0348, run_name
0 , Q0 , AP880625-0109 480 0.0348, run_name
0 , Q0 , AP881201-0135 481 0.0347, run_name
0 , Q0 , AP880213-0181 482 0.0346, run_name
0 , Q0 , AP880627-0105 483 0.0346, run_name
0 , Q0 , AP881228-0229 484 0.0345, run_name
0 , Q0 , AP880414-0248 485 0.0345, run_name
0 , Q0 , AP880513-0129 486 0.0345, run_name
0 , Q0 , AP880622-0237 487 0.0344, run_name
0 , Q0 , AP880628-0223 488 0.0344, run_name
0 , Q0 , AP880817-0171 489 0.0344, run_name
0 , Q0 , AP881020-0021 490 0.0343, run_name
0 , Q0 , AP881116-0026 491 0.0343, run_name
0 , Q0 , AP881031-0335 492 0.0343, run_name
0 , Q0 , AP881216-0083 493 0.0343, run_name
0 , Q0 , AP880618-0092 494 0.0343, run_name
0 , Q0 , AP880623-0052 495 0.0342, run_name
0 , Q0 , AP881115-0156 496 0.0341, run_name
0 , Q0 , AP880712-0280 497 0.0341, run_name
0 , Q0 , AP880215-0090 498 0.0341, run_name
0 , Q0 , AP881104-0032 499 0.0341, run_name
0 , Q0 , AP880715-0287 500 0.0341, run_name
0 , Q0 , AP880515-0045 501 0.0341, run_name
0 , Q0 , AP880629-0311 502 0.0340, run_name
0 , Q0 , AP880721-0213 503 0.0340, run_name
0 , Q0 , AP880311-0207 504 0.0340, run_name
0 , Q0 , AP881011-0114 505 0.0339, run_name
0 , Q0 , AP881130-0104 506 0.0339, run_name
0 , Q0 , AP880902-0132 507 0.0339, run_name
0 , Q0 , AP880630-0228 508 0.0337, run_name
0 , Q0 , AP880316-0266 509 0.0337, run_name
0 , Q0 , AP880914-0150 510 0.0337, run_name
0 , Q0 , AP880806-0090 511 0.0336, run_name
0 , Q0 , AP880301-0058 512 0.0336, run_name
0 , Q0 , AP881221-0078 513 0.0336, run_name
0 , Q0 , AP880801-0070 514 0.0336, run_name
0 , Q0 , AP881129-0060 515 0.0336, run_name
0 , Q0 , AP880314-0016 516 0.0336, run_name
